pg_seguidores,ph_likes,ph_fecha,ph_numerado,ph_hora,ph_hashtags,ph_persona,ph_naturaleza,ph_animal,ph_text,ph_R,ph_G,ph_B,ph_WB,ph_entropia,ph_energia,ph_foco
46500000,36364,2023-03-12,2,16,"['#svalbard', '#iceberg', '#arctic', '#conservation', '#climatechange']",0,1,0,0,0,0,1,0,0.3207140962282817,0.0051821018569171,0.030359441316800066
46500000,48575,2023-03-11,3,17,"['#MuhammedMuheisen', '#Paris', '#France', '#EiffelTower']",1,0,0,0,0,1,0,0,0.3148946166038513,0.0061694653704762,0.022774087105023617
46500000,44385,2023-03-11,4,1,"['#antioquia', '#colombia', '#juancristobalcobo']",0,1,0,0,0,1,0,0,0.2649822433789571,0.0163005050271749,0.05098160931898352
46500000,44385,2023-03-11,4,1,"['#antioquia', '#colombia', '#juancristobalcobo']",0,1,0,0,0,1,0,0,0.2890151739120483,0.0096439998596906,0.07551963503366663
46500000,44385,2023-03-11,4,1,"['#antioquia', '#colombia', '#juancristobalcobo']",0,1,0,0,0,1,0,0,0.2927215099334717,0.0111268712207674,0.004353672955490966
46500000,44385,2023-03-11,4,1,"['#antioquia', '#colombia', '#juancristobalcobo']",0,1,0,0,1,0,0,0,0.243770956993103,0.0326019078493118,0.006488255994673872
46500000,17893,2023-03-10,5,22,['#InAbuDhabi'],0,0,0,0,1,0,0,0,0.3212372263272603,0.0050555123016238,0.11561304215601302
46500000,21765,2023-03-08,8,17,[],1,0,0,0,1,0,0,0,0.3246809840202331,0.0050518540665507,0.21366805244463793
46500000,21765,2023-03-08,8,17,[],1,0,0,0,0,1,0,0,0.3191544810930888,0.0059073069132864,0.3571494872586488
46500000,21765,2023-03-08,8,17,[],1,0,0,0,1,0,0,0,0.3007723490397135,0.012647733092308,0.034320410295277874
46500000,21765,2023-03-08,8,17,[],0,0,0,0,1,0,0,0,0.2875772913297017,0.01419148594141,0.2587240738372197
46500000,28580,2023-03-07,9,22,[],0,0,0,1,1,0,0,0,0.3037250836690267,0.0080552054569125,0.29875641883794757
46500000,21876,2023-03-07,10,17,[],1,1,0,0,1,0,0,0,0.3119817972183227,0.0072299446910619,0.1020953102008444
46500000,47241,2023-03-06,11,22,[],0,1,0,0,1,0,0,0,0.3246148824691772,0.0057054487988352,0.11720858775556463
46500000,49786,2023-03-05,12,17,"['#antarctica', '#antarcticpeninsula', '#icebergs', '#iceberg', '#glacier']",0,1,0,0,0,0,1,0,0.2939804792404175,0.0088049191981554,0.06571578352425857
46500000,26353,2023-03-04,13,17,"['#india', '#rajasthan', '#travel']",1,0,0,0,1,0,0,0,0.2704503933588664,0.0720922350883483,0.020645557090131664
46500000,43310,2023-03-04,14,1,"['#china', '#mountains', '#landscape']",0,1,0,0,1,0,0,0,0.3171140154202779,0.0053065475076437,0.003439550927794999
