pg_seguidores,ph_likes,ph_fecha,ph_numerado,ph_hora,ph_hashtags,ph_persona,ph_naturaleza,ph_animal,ph_text,ph_R,ph_G,ph_B,ph_WB,ph_entropia,ph_energia,ph_foco
15900000,4280,2023-02-28,2,13,[],1,1,0,0,0,0,1,0,0.2853621244430542,0.0108828069642186,0.07175588286393912
15900000,4280,2023-02-28,2,13,[],1,0,0,0,1,0,0,0,0.2912191947301228,0.0148392207920551,0.14071969416585303
15900000,4946,2023-02-23,3,21,['#logistics'],0,0,1,0,1,0,0,0,0.3112334410349528,0.0064631579443812,0.1665961095713438
15900000,8602,2022-12-27,4,4,"['#LavaSandwich', '#onassignment']",0,0,0,0,0,0,1,0,0.2977638244628906,0.008008237928152,0.005787670130092368
15900000,8194,2022-12-16,6,18,"['#plane', '#wreck', '#underwater', '#marine', '#nature', '#conservation', '#history', '#koror', '#palau', '#micronesia', '#pacific', '#onassignment']",0,0,0,0,0,0,1,0,0.2888024648030599,0.0124654825776815,0.01531336328493551
15900000,10966,2022-12-11,8,19,[],0,0,0,0,0,1,0,0,0.2924599051475525,0.0093011045828461,0.0857603806981711
15900000,8996,2022-12-11,9,6,"['#LavaSandwichExpedition', '#2']",0,0,0,0,0,0,1,0,0.2988934119542439,0.0092132668942213,0.007593888960590774
15900000,8996,2022-12-11,9,6,"['#LavaSandwichExpedition', '#2']",0,0,0,0,0,0,1,0,0.3172979553540547,0.0063428888097405,0.15743264107512894
15900000,8996,2022-12-11,9,6,"['#LavaSandwichExpedition', '#2']",0,0,0,0,1,0,0,0,0.3025213877360026,0.0101216528564691,0.04145155827574758
15900000,8996,2022-12-11,9,6,"['#LavaSandwichExpedition', '#2']",0,0,0,0,0,0,1,0,0.3195274869600932,0.0054147988557815,0.0863409565695451
15900000,7147,2022-11-28,12,16,"['#shark', '#reef', '#elasmobranch', '#blacktip', '#palau', '#micronesia', '#biodiversity', '#conservation', '#marine', '#pacific']",0,0,0,0,0,1,0,0,0.3141628503799438,0.0092409895732998,0.01807615631637863
15900000,7147,2022-11-28,12,16,"['#shark', '#reef', '#elasmobranch', '#blacktip', '#palau', '#micronesia', '#biodiversity', '#conservation', '#marine', '#pacific']",0,0,0,0,0,0,1,0,0.3185738921165466,0.0076145227067172,0.02203306046537045
15900000,7147,2022-11-28,12,16,"['#shark', '#reef', '#elasmobranch', '#blacktip', '#palau', '#micronesia', '#biodiversity', '#conservation', '#marine', '#pacific']",0,0,0,0,0,0,1,0,0.2986551125844319,0.0133706908673048,0.00837807121612003
15900000,6333,2022-10-14,20,13,[],0,0,0,0,1,0,0,0,0.3184291919072469,0.0054219458252191,0.03702872756291169
15900000,5175,2022-10-13,21,18,[],0,0,0,0,1,0,0,0,0.3237513303756714,0.0049620778299868,0.02538929624192161
15900000,4824,2022-09-29,22,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3240828514099121,0.0053825923241674,0.016064534220213145
15900000,4824,2022-09-29,22,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3234242995580037,0.0051359590142965,0.015107254264864756
15900000,4824,2022-09-29,22,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3181106050809224,0.006394263356924,0.033187541061203106
15900000,7292,2022-09-27,23,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3239200711250305,0.004972212947905,0.2369089657891894
15900000,7292,2022-09-27,23,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3058248559633891,0.008830395527184,0.17996075631633063
15900000,5069,2022-09-26,24,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3068923155466715,0.0113428803160786,0.08547724304663472
15900000,5069,2022-09-26,24,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3230851093928019,0.0053866496309638,0.14250816702552116
15900000,5069,2022-09-26,24,16,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.312835156917572,0.0092152077704668,0.36028824421652567
15900000,6305,2022-09-25,25,15,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3215069373448689,0.0050697405822575,0.035220500448968683
15900000,6305,2022-09-25,25,15,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3276325861612956,0.0046460474841296,0.004398960037942706
15900000,5318,2022-09-24,26,18,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3162817756334941,0.0061928960494697,0.0254046417501839
15900000,5318,2022-09-24,26,18,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3253604968388875,0.0049037798307836,0.0019235155306909825
15900000,13575,2022-09-24,27,13,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,0,1,0,0,0.3216293851534526,0.0055223144590854,0.013595908513207062
15900000,4388,2022-09-23,28,11,"['#NatGeo', '#NationalGeographic', '#Silphion']",0,0,0,0,1,0,0,0,0.3242081602414449,0.0062481518834829,0.007305524438015199
15900000,12236,2022-09-22,29,2,"['#TheArcricMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.3145181536674499,0.0059576756320893,0.009823302341292152
15900000,12236,2022-09-22,29,2,"['#TheArcricMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.2789626916249593,0.0134853869676589,0.008781402895820366
15900000,4522,2022-09-20,31,18,[],0,0,0,0,1,0,0,0,0.2798731525739034,0.0194955766201019,0.010780400042097177
15900000,4522,2022-09-20,31,18,[],0,0,0,0,0,0,1,0,0.2990832924842834,0.0126456134021282,0.021322359702463236
15900000,4522,2022-09-20,31,18,[],0,0,0,0,1,0,0,0,0.294487198193868,0.0089530376717448,0.009090664578834957
15900000,4522,2022-09-20,31,18,[],0,0,0,0,0,0,1,0,0.3162634372711181,0.0055981213226914,0.013897355750036111
15900000,3653,2022-09-20,32,0,[],0,0,0,0,0,0,1,0,0.2887529333432515,0.0118725672364234,0.005149786962211988
15900000,3653,2022-09-20,32,0,[],0,0,0,0,1,0,0,0,0.027292529741923,0.9012161493301392,0.00041914870367668045
15900000,3653,2022-09-20,32,0,[],0,0,0,0,0,0,1,0,0.2561002572377522,0.0177480373531579,0.001804340996400955
15900000,3653,2022-09-20,32,0,[],0,0,0,0,0,0,1,0,0.0336873233318328,0.8764271140098572,0.0028194668798835667
15900000,3314,2022-09-06,38,23,[],0,0,0,0,1,0,0,0,0.3230573932329814,0.0055445642210543,0.004558101812516764
15900000,8415,2022-09-04,39,16,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,1,0,0,0.3179878989855448,0.0069355792365968,0.015633926580157026
15900000,8415,2022-09-04,39,16,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,1,0,0,0.1915328502655029,0.1854062378406524,0.0028372320381099933
15900000,19177,2022-08-31,40,10,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,1,0,0,0,0.3078057964642842,0.0079645188525319,0.0006516890700975582
15900000,19177,2022-08-31,40,10,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,1,0,0,0,0.3234617710113525,0.0051784510724246,0.020144508415451418
15900000,19177,2022-08-31,40,10,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.3178103367487589,0.0065926304087042,0.041746580347339565
15900000,19177,2022-08-31,40,10,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.3224971691767375,0.0057917237281799,0.05590299528043905
15900000,10035,2022-08-30,41,22,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.2939202586809794,0.0126369372010231,0.07522874030028386
15900000,10035,2022-08-30,41,22,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.2963918248812358,0.0088632404804229,0.005119774218599763
15900000,10035,2022-08-30,41,22,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,1,0,0,0.2899343570073445,0.0144432820379734,0.0023626431935496427
15900000,10035,2022-08-30,41,22,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.3237162033716838,0.0052968165837228,0.06277756904974223
15900000,5885,2022-08-24,43,13,['#DisneyWorld50'],0,0,0,0,0,0,1,0,0.3076230486234029,0.0081243934109807,0.019444431075219672
15900000,8242,2022-08-11,45,15,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.3067228992780049,0.0073265493847429,0.020062154252677697
15900000,8242,2022-08-11,45,15,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.3219927350680033,0.0057710362598299,0.06585381180511479
15900000,8242,2022-08-11,45,15,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,0,0,1,0,0.309567670027415,0.0067494707182049,0.017189251824616034
15900000,8242,2022-08-11,45,15,"['#TheArcticMystery', '#OnAssignment']",0,0,0,0,1,0,0,0,0.3181126912434895,0.0057575348764657,0.044320087946150305
15900000,6578,2022-08-11,46,14,['#stonehenge'],1,0,0,0,0,1,0,0,0.3130680521329244,0.006099680904299,0.10358423582346943
15900000,12713,2022-08-06,47,4,['#stonehenge'],1,0,0,0,0,0,1,0,0.316742996374766,0.0059521254152059,0.0018762935620183585
15900000,32447,2022-08-05,50,0,[],0,0,0,0,1,0,0,0,0.3174070318539937,0.0058866506442427,0.044188516642334565
15900000,5253,2022-08-04,52,13,"['#TheArcticMystery', '#onassignment']",0,0,0,0,1,0,0,0,0.3025861978530884,0.0104388343170285,0.018469139379454037
15900000,5253,2022-08-04,52,13,"['#TheArcticMystery', '#onassignment']",0,0,0,0,0,0,1,0,0.3160791993141174,0.0058493576943874,0.03159481275406191
15900000,5253,2022-08-04,52,13,"['#TheArcticMystery', '#onassignment']",0,0,0,0,1,0,0,0,0.3180009325345357,0.0055404151789844,0.14592292322184944
15900000,5253,2022-08-04,52,13,"['#TheArcticMystery', '#onassignment']",0,0,0,0,1,0,0,0,0.3195597132047017,0.0058053517714142,0.16708387660147955
15900000,2840,2022-08-01,56,13,[],0,0,0,0,1,0,0,0,0.2400954763094584,0.0392980091273784,0.05711387369527781
15900000,2840,2022-08-01,56,13,[],0,0,0,0,0,0,1,0,0.2013528744379679,0.0514662563800811,0.012938578136891952
15900000,2295,2022-07-30,58,15,"['#punjab', '#india']",0,0,0,0,0,0,1,0,0.2860965728759765,0.0309921186417341,0.004152867698244384
15900000,4232,2022-07-30,59,13,[],0,0,0,0,0,0,1,0,0.3017953634262085,0.0080473376438021,0.03264423548740612
15900000,4054,2022-07-30,60,6,"['#punjab', '#india']",0,0,0,0,1,0,0,0,0.279693345228831,0.0329723246395587,0.005015398204796106
15900000,4785,2022-07-28,63,21,[],0,0,0,0,0,1,0,0,0.3135691881179809,0.0064268843270838,0.024189704657212985
15900000,4785,2022-07-28,63,21,[],0,0,0,0,0,1,0,0,0.3127904335657755,0.0068221571855247,0.11381224932495726
15900000,6004,2022-07-28,64,16,['#stonhenge'],0,0,0,0,0,0,1,0,0.286148985226949,0.0122219044715166,0.03316808526248893
15900000,6004,2022-07-28,64,16,['#stonhenge'],0,0,0,0,0,0,1,0,0.2349241971969604,0.0255858916789293,0.00016156634800541437
15900000,5918,2022-07-21,66,18,['#stonehenge'],0,0,0,0,1,0,0,0,0.3261597752571106,0.005099163390696,0.0901558022363711
