pg_seguidores,ph_likes,ph_fecha,ph_numerado,ph_hora,ph_hashtags,ph_persona,ph_naturaleza,ph_animal,ph_text,ph_R,ph_G,ph_B,ph_WB,ph_entropia,ph_energia,ph_foco
1300000,990,2023-03-13,1,20,"['#natgeoinspires', '#falklandislands', '#carcassisland', '#wildlifephotography', '#rockshag', '#cormorant', '#natgeophotographer', '#magellaniccormorant', '#AtlanticOcean', '#seabird', '#atlanticislesdiscovery']",0,1,1,0,1,0,0,0,0.3001721700032552,0.0092434808611869,0.018804001297068128
1300000,1821,2023-03-13,2,12,"['#Svalbard', '#Norway', '#Arctic', '#polarbear', '#bears', '#wildlife', '#onassignment', '#TravelwithNatGeo', '#NatGeoExpeditions', '#NatGeoPhotographer']",0,1,0,0,0,0,1,0,0.3037204543749491,0.0080325175076723,0.18534547661370543
1300000,1364,2023-03-13,3,2,"['#natgeoinspires', '#ushuaia', '#newisland', '#wildlifephotography', '#blackbrowedalbatross', '#albatross', '#natgeophotographer', '#sailing', '#AtlanticOcean', '#falklandislands', '#heron', '#blackcrownednightheron', '#atlanticislesdiscovery', '#seabird', '#carcassisland', '#quark']",0,1,1,0,1,0,0,0,0.3032244245211283,0.0070925550535321,0.06845482054020847
1300000,1228,2023-03-12,4,1,"['#natgeoinspires', '#ushuaia', '#newisland', '#blackbrowedalbatross', '#albatross', '#natgeophotographer', '#sailing', '#AtlanticOcean', '#falklandislands', '#southgeorgia', '#atlanticislesdiscovery', '#seabird']",0,1,1,0,1,0,0,0,0.3080994288126628,0.0073578967712819,0.018256530514570216
1300000,1644,2023-03-10,5,17,"['#NationalGeographicExplorer', '#natgeoinspires', '#tristandacunha', '#ushuaia', '#maps', '#chart', '#natgeophotographer', '#sailing', '#AtlanticOcean', '#falklandislands', '#southgeorgia', '#islasmalvinas', '#sainthelena', '#history', '#navigation', '#ascension', '#capeverde', '#canaryislands', '#madeira', '#Lisbon']",0,0,0,1,1,0,0,0,0.3000022570292155,0.0090346410870552,0.4208495333147453
1300000,4252,2023-03-09,6,17,"['#Botswana', '#Africa', '#Okavango', '#elephants', '#wildlife', '#onassignment', '#TravelwithNatGeo', '#NatGeoExpeditions', '#NatGeoPhotographer']",0,1,0,0,0,0,1,0,0.2708208958307902,0.0167061854153871,0.00984741796104654
1300000,1467,2023-03-06,7,18,"['#natgeoinspires', '#egypt', '#pyramids', '#khufu', '#egyptian', '#natgeophotographer', '#cairo', '#nile', '#pharaohs', '#gizacomplex', '#cheops', '#history', '#hieroglyphs', '#sphinx']",0,0,0,0,1,0,0,0,0.2983826200167338,0.0098503036424517,0.5604795533228601
1300000,1366,2023-03-06,8,14,"['#FrenchPolynesia', '#Polynesia', '#aerialphotography', '#onassignment', '#TravelwithNatGeo', '#NatGeoExpeditions', '#NatGeoPhotographer']",0,1,0,0,0,1,0,0,0.3109251459439595,0.008756548166275,0.11342828540769881
1300000,953,2023-02-26,9,20,"['#natgeoinspires', '#egypt', '#pyramids', '#juliuscaesar', '#egyptian', '#natgeophotographer', '#komombo', '#nile', '#pharaohs', '#asswan', '#cartouche', '#history', '#hieroglyphs', '#dinasty']",0,0,0,0,1,0,0,0,0.3071800470352173,0.0067796711809933,0.7385005759860958
1300000,2356,2023-02-26,10,17,"['#Greenland', '#iceberg', '#onassignment', '#TravelwithNatGeo', '#NatGeoExpeditions', '#NatGeoPhotographer']",0,1,0,0,0,0,1,0,0.3161320686340332,0.0079192388802766,0.22388762209959473
